,0
2499,10231
2500,10232
2501,10233
2502,10234
2503,10235
2504,10236
2505,10237
2506,10238
2507,10239
2508,10240
2509,10241
2510,10242
2511,10243
2512,10244
2513,10245
2514,10246
2515,10247
2516,10248
2517,10249
2518,10250
2519,10251
2520,10252
2521,10253
2522,10254
2523,10255
2524,10256
2525,10257
2526,10258
2527,10259
2528,10260
2529,10261
2530,10262
2531,10263
2532,10264
2533,10265
2534,10266
2535,10267
2536,10268
2537,10269
2538,10270
2539,10271
2540,10272
2541,10273
2542,10274
2543,10275
2544,10276
2545,10277
2546,10278
2547,10279
2548,10280
2549,10281
2550,10282
2551,10283
2552,10284
2553,10285
2554,10286
2555,10287
2556,10288
2557,10289
2558,10290
2559,10291
2560,10292
2561,10293
2562,11001
2563,11002
2564,11003
2565,11004
2566,11005
2567,11006
2568,11007
2569,11008
2570,11009
2571,11010
2572,11011
2573,11012
2574,11013
2575,11014
2576,11015
2577,11016
2578,11017
2579,11018
2580,11019
2581,11020
2582,11021
2583,11022
2584,11023
2585,11024
2586,11025
2587,11026
2588,11027
2589,11028
2590,11029
2591,11030
2592,11031
2593,11032
2594,11033
2595,11034
2596,11035
2597,11036
2598,11037
2599,11038
2600,11039
2601,11040
2602,11041
2603,11042
2604,11043
2605,11044
2606,11045
2607,11046
2608,11047
2609,11048
2610,11049
2611,11050
2612,11051
2613,11052
2614,11053
2615,11054
2616,11055
2617,11056
2618,11057
2619,11058
2620,11059
2621,11060
2622,11061
2623,11062
2624,11063
2625,11064
2626,11065
2627,11066
2628,11067
2629,11068
2630,11069
2631,11070
2632,11071
2633,11072
2634,11073
2635,11074
2636,11075
2637,11076
2638,11077
2639,11078
2640,11079
2641,11080
2642,11081
2643,11082
2644,11083
2645,11084
2646,11085
2647,11086
2648,11087
2649,11088
2650,11089
2651,11090
2652,11091
2653,11092
2654,11093
2655,11094
2656,11095
2657,11096
2658,11097
2659,11098
2660,11099
2661,11100
2662,11101
2663,11102
2664,11103
2665,11104
2666,11105
2667,11106
2668,11107
2669,11108
2670,11109
2671,11110
2672,11111
2673,11112
2674,11113
2675,11114
2676,11115
2677,11116
2678,11117
2679,11118
2680,11119
2681,11120
2682,11121
2683,11122
2684,11123
2685,11124
2686,11125
2687,11126
2688,11127
2689,11128
2690,11129
2691,11130
2692,11131
2693,11132
2694,11133
2695,11134
2696,11135
2697,11136
2698,11137
2699,11138
2700,11139
2701,11140
2702,11141
2703,11142
2704,11143
2705,11144
2706,11145
2707,11146
2708,11147
2709,11148
2710,11149
2711,11150
2712,11151
2713,11152
2714,11153
2715,11154
2716,11155
2717,11156
2718,11157
2719,11158
2720,11159
2721,11160
2722,11161
2723,11162
2724,11163
2725,11164
2726,11165
2727,11166
2728,11167
2729,11168
2730,11169
2731,11170
2732,11171
2733,11172
2734,11173
2735,11174
2736,11175
2737,11176
2738,11177
2739,11178
2740,11179
2741,11180
2742,11181
2743,11182
2744,11183
2745,11184
2746,11185
2747,11186
2748,11187
2749,11188
2750,11189
2751,11190
2752,11191
2753,11192
2754,11193
2755,11194
2756,11195
2757,11196
2758,11197
2759,11198
2760,11199
2761,11200
2762,11201
2763,11202
2764,11203
2765,11204
2766,11205
2767,11206
2768,11207
2769,11208
2770,11209
2771,11210
2772,11211
2773,11212
2774,11213
2775,11214
2776,11215
2777,11216
2778,11217
2779,11218
2780,11219
2781,11220
2782,11221
2783,11222
2784,11223
2785,11224
2786,11225
2787,11226
2788,11227
2789,11228
2790,11229
2791,11230
2792,11231
2793,11232
2794,11233
2795,11234
2796,11235
2797,11236
2798,11237
2799,11238
2800,11239
2801,11240
2802,11241
2803,11242
2804,11243
2805,11244
2806,11245
2807,11246
2808,11247
2809,11248
2810,11249
2811,11250
2812,11251
2813,11252
2814,11253
2815,11254
2816,11255
2817,11256
2818,11257
2819,11258
2820,11259
2821,11260
2822,11261
2823,11262
2824,11263
2825,11264
2826,11265
2827,11266
2828,11267
2829,11268
2830,11269
2831,11270
2832,11271
2833,11272
2834,11273
2835,11274
2836,11275
2837,11276
2838,11277
2839,11278
2840,11279
2841,11280
2842,11281
2843,11282
2844,11283
2845,11284
2846,11285
2847,11286
2848,11287
2849,11288
2850,11289
2851,11290
2852,11291
2853,11292
2854,11293
2855,11294
2856,12001
2857,12002
2858,12003
2859,12004
2860,12005
2861,12006
2862,12007
2863,12008
2864,12009
2865,12010
2866,12011
2867,12012
2868,12013
2869,12014
2870,12015
2871,12016
2872,12017
2873,12018
2874,12019
2875,12020
2876,12021
2877,12022
2878,12023
2879,12024
2880,12025
2881,12026
2882,12027
2883,12028
2884,12029
2885,12030
2886,12031
2887,12032
2888,12033
2889,12034
2890,12035
2891,12036
2892,12037
2893,12038
2894,12039
2895,12040
2896,12041
2897,12042
2898,12043
2899,12044
2900,12045
2901,12046
2902,12047
2903,12048
2904,12049
2905,12050
2906,12051
2907,12052
2908,12053
2909,12054
2910,12055
2911,12056
2912,12057
2913,12058
2914,12059
2915,12060
2916,12061
2917,12062
2918,12063
2919,12064
2920,12065
2921,12066
2922,12067
2923,12068
2924,12069
2925,12070
2926,12071
2927,12072
2928,12073
2929,12074
2930,12075
2931,12076
2932,12077
2933,12078
2934,12079
2935,12080
2936,12081
2937,12082
2938,12083
2939,12084
2940,12085
2941,12086
2942,12087
2943,12088
2944,12089
2945,12090
2946,12091
2947,12092
2948,12093
2949,12094
2950,12095
2951,12096
2952,12097
2953,12098
2954,12099
2955,12100
2956,12101
2957,12102
2958,12103
2959,12104
2960,12105
2961,12106
2962,12107
2963,12108
2964,12109
2965,12110
2966,12111
2967,12112
2968,12113
2969,12114
2970,12115
2971,12116
2972,12117
2973,12118
2974,12119
2975,12120
2976,12121
2977,12122
2978,12123
2979,12124
2980,12125
2981,12126
2982,12127
2983,12128
2984,12129
2985,12130
2986,12131
2987,12132
2988,12133
2989,12134
2990,12135
2991,12136
2992,12137
2993,12138
2994,12139
2995,12140
2996,12141
2997,12142
2998,12143
2999,12144
3000,12145
3001,12146
3002,12147
3003,12148
3004,12149
3005,12150
3006,12151
3007,12152
3008,12153
3009,12154
3010,12155
3011,12156
3012,12157
3013,12158
3014,12159
3015,12160
3016,12161
3017,12162
3018,12163
3019,12164
3020,12165
3021,12166
3022,12167
3023,12168
3024,12169
3025,12170
3026,12171
3027,12172
3028,12173
3029,12174
3030,12175
3031,12176
3032,12177
3033,12178
3034,12179
3035,12180
3036,12181
3037,12182
3038,12183
3039,12184
3040,12185
3041,12186
3042,12187
3043,12188
3044,12189
3045,12190
3046,12191
3047,12192
3048,12193
3049,12194
3050,12195
3051,12196
3052,12197
3053,12198
3054,12199
3055,12200
3056,12201
3057,12202
3058,12203
3059,12204
3060,12205
3061,12206
3062,12207
3063,12208
3064,12209
3065,12210
3066,12211
3067,12212
3068,12213
3069,12214
3070,12215
3071,12216
3072,12217
3073,12218
3074,12219
3075,12220
3076,12221
3077,12222
3078,12223
3079,12224
3080,12225
3081,12226
3082,12227
3083,12228
3084,12229
3085,12230
3086,12231
3087,12232
3088,12233
3089,12234
3090,12235
3091,12236
3092,12237
3093,12238
3094,12239
3095,12240
3096,12241
3097,12242
3098,12243
3099,12244
3100,12245
3101,12246
3102,12247
3103,12248
3104,12249
3105,12250
3106,12251
3107,12252
3108,12253
3109,12254
3110,12255
3111,12256
3112,12257
3113,12258
3114,12259
3115,12260
3116,12261
3117,12262
3118,12263
3119,12264
3120,12265
3121,12266
3122,12267
3123,12268
3124,12269
3125,12270
3126,101001
3127,101002
3128,101003
3129,101004
3130,101005
3131,101006
3132,101007
3133,101008
3134,101009
3135,101010
3136,101011
3137,101012
3138,101013
3139,101014
3140,101015
3141,101016
3142,101017
3143,101018
3144,101019
3145,101020
3146,101021
3147,101022
3148,101023
3149,101024
3150,101025
3151,101026
3152,101027
3153,101028
3154,101029
3155,101030
3156,101031
3157,101032
3158,101033
3159,101034
3160,101035
3161,101036
3162,101037
3163,101038
3164,101039
3165,101040
3166,101041
3167,101042
3168,101043
3169,101044
3170,101045
3171,101046
3172,101047
3173,101048
3174,101049
3175,101050
3176,101051
3177,101052
3178,101053
3179,101054
3180,101055
3181,101056
3182,101057
3183,101058
3184,101059
3185,101060
3186,101061
3187,101062
3188,101063
3189,101064
3190,101065
3191,101066
3192,101067
3193,101068
3194,101069
3195,101070
3196,101071
3197,101072
3198,101073
3199,101074
3200,101075
3201,101076
3202,101077
3203,101078
3204,101079
3205,101080
3206,101081
3207,101082
3208,101083
3209,101084
3210,101085
3211,101087
3212,101088
3213,101089
3214,101090
3215,101091
3216,101092
3217,101093
3218,101094
3219,101095
3220,101096
3221,101097
3222,101098
3223,101099
3224,101100
3225,101101
3226,101102
3227,101103
3228,101104
3229,101105
3230,101106
3231,101107
3232,101108
3233,101109
3234,101110
3235,101111
3236,101112
3237,101113
3238,101114
3239,101115
3240,101116
3241,101117
3242,101118
3243,101119
3244,101120
3245,101121
3246,101122
3247,101123
3248,101124
3249,101125
3250,101126
3251,101127
3252,101128
3253,101129
3254,101130
3255,101131
3256,101132
3257,101133
3258,101134
3259,101135
3260,101136
3261,101137
3262,101138
3263,101139
3264,101140
3265,101141
3266,101142
3267,101143
3268,101144
3269,101145
3270,101146
3271,101147
3272,101148
3273,101149
3274,101150
3275,101151
3276,101152
3277,101153
3278,101154
3279,101155
3280,101156
3281,101157
3282,101158
3283,101159
3284,101160
3285,101161
3286,101162
3287,101163
3288,101164
3289,101165
3290,101166
3291,101167
3292,101169
3293,101170
3294,101171
3295,101173
3296,101174
3297,101175
3298,101176
3299,101177
3300,101178
3301,101179
3302,101180
3303,101181
3304,101182
3305,101183
3306,101184
3307,101185
3308,101186
3309,101187
3310,101188
3311,101189
3312,101190
3313,101191
3314,101192
3315,101193
3316,101194
3317,101195
3318,101196
3319,101197
3320,101198
3321,101199
3322,101200
3323,101201
3324,101202
3325,101203
3326,101204
3327,101205
3328,101206
3329,101207
3330,101208
3331,101209
3332,101210
3333,101211
3334,101212
3335,101213
3336,101214
3337,101215
3338,101216
3339,101217
3340,101218
3341,101219
3342,101220
3343,101221
3344,101222
3345,101223
3346,101224
3347,101225
3348,101226
3349,101227
3350,101228
3351,101229
3352,101230
3353,101231
3354,101232
3355,101233
3356,101234
3357,101235
3358,101236
3359,102001
3360,102002
3361,102003
3362,102004
3363,102005
3364,102006
3365,102007
3366,102008
3367,102009
3368,102010
3369,102011
3370,102012
3371,102013
3372,102014
3373,102015
3374,102016
3375,102017
3376,102018
3377,102020
3378,102021
3379,102022
3380,102023
3381,102024
3382,102026
3383,102027
3384,102028
3385,102029
3386,102030
3387,102031
3388,102032
3389,102033
3390,102034
3391,102035
3392,102036
3393,102037
3394,102038
3395,102039
3396,102040
3397,102041
3398,102042
3399,102043
3400,102044
3401,102045
3402,102046
3403,102047
3404,102048
3405,102049
3406,102050
3407,102051
3408,102052
3409,102053
3410,102054
3411,102055
3412,102056
3413,102057
3414,102058
3415,102059
3416,102060
3417,102061
3418,102062
3419,102063
3420,102064
3421,102065
3422,102066
3423,102067
3424,102068
3425,102069
3426,102070
3427,102071
3428,102072
3429,102073
3430,102074
3431,102075
3432,102076
3433,102077
3434,102078
3435,102079
3436,102080
3437,102081
3438,102082
3439,102083
3440,102084
3441,102085
3442,102086
3443,102087
3444,102088
3445,102089
3446,102090
3447,102091
3448,102092
3449,102093
3450,102094
3451,102095
3452,102096
3453,102097
3454,102098
3455,102099
3456,102100
3457,102101
3458,102102
3459,102103
3460,102104
3461,102105
3462,102106
3463,102107
3464,102108
3465,102109
3466,102110
3467,102111
3468,102112
3469,102113
3470,102114
3471,102115
3472,102116
3473,102117
3474,102118
3475,102119
3476,102120
3477,102121
3478,102122
3479,102123
3480,102124
3481,102125
3482,102126
3483,102127
3484,102128
3485,102129
3486,102130
3487,102131
3488,102132
3489,102133
3490,102134
3491,102135
3492,102136
3493,102137
3494,102138
3495,102139
3496,102140
3497,102141
3498,102142
3499,102143
3500,102144
3501,102145
3502,102146
3503,102147
3504,102148
3505,102149
3506,102150
3507,102151
3508,102152
3509,102153
3510,102154
3511,102155
3512,102156
3513,102157
3514,102158
3515,102159
3516,102160
3517,102161
3518,102162
3519,102163
3520,102164
3521,102165
3522,102166
3523,102167
3524,102168
3525,102169
3526,102171
3527,102172
3528,102173
3529,102174
3530,102175
3531,102176
3532,102177
3533,102178
3534,102179
3535,102180
3536,102181
3537,102182
3538,102183
3539,102184
3540,102185
3541,102186
3542,102187
3543,102188
3544,102189
3545,102190
3546,102191
3547,102192
3548,102193
3549,102194
3550,102195
3551,102196
3552,102197
3553,102198
3554,102199
3555,102200
3556,102201
3557,102202
3558,102203
3559,102204
3560,102205
3561,102207
3562,102208
3563,102209
3564,102210
3565,102211
3566,102212
3567,103001
3568,103002
3569,103003
3570,103004
3571,103005
3572,103006
3573,103007
3574,103008
3575,103009
3576,103010
3577,103011
3578,103012
3579,103013
3580,103014
3581,103015
3582,103016
3583,103017
3584,103018
3585,103019
3586,103020
3587,103021
3588,103022
3589,103023
3590,103024
3591,103025
3592,103026
3593,103027
3594,103028
3595,103029
3596,103030
3597,103031
3598,103032
3599,103033
3600,103034
3601,103035
3602,103036
3603,103037
3604,103038
3605,103039
3606,103040
3607,103041
3608,103042
3609,103043
3610,103044
3611,103045
3612,103046
3613,103047
3614,103048
3615,103049
3616,103050
3617,103051
3618,103052
3619,103053
3620,103054
3621,103055
3622,103056
3623,103057
3624,103058
3625,103059
3626,103060
3627,103061
3628,103062
3629,103063
3630,103064
3631,103065
3632,103066
3633,103067
3634,103068
3635,103069
3636,103070
3637,103071
3638,103072
3639,103073
3640,103074
3641,103075
3642,103076
3643,103077
3644,103078
3645,103079
3646,103080
3647,103081
3648,103082
3649,103083
3650,103084
3651,103085
3652,103086
3653,103087
3654,103088
3655,103089
3656,103090
3657,103091
3658,103092
3659,103093
3660,103094
3661,103095
3662,103096
3663,103097
3664,103098
3665,103099
3666,103100
3667,103101
3668,103102
3669,103103
3670,103104
3671,103105
3672,103106
3673,103107
3674,103108
3675,103109
3676,103110
3677,103111
3678,103112
3679,103113
3680,103114
3681,103115
3682,103116
3683,103117
3684,103118
3685,103119
3686,103120
3687,103121
3688,103122
3689,103123
3690,103124
3691,103125
3692,103126
3693,103127
3694,103128
3695,103129
3696,103130
3697,103131
3698,103132
3699,103133
3700,103134
3701,103135
3702,103136
3703,103137
3704,103138
3705,103139
3706,103140
3707,103141
3708,103142
3709,103143
3710,103144
3711,103145
3712,103146
3713,103147
3714,103148
3715,103149
3716,103150
3717,103151
3718,103152
3719,103153
3720,103154
3721,103155
3722,103156
3723,103157
3724,103158
3725,103159
3726,103160
3727,103161
3728,103162
3729,103163
3730,103164
3731,103165
3732,103166
3733,103167
3734,103168
3735,103169
3736,103170
3737,103171
3738,103172
3739,103173
3740,103174
3741,103175
3742,103176
3743,103177
3744,103178
3745,103179
3746,103180
3747,103181
3748,103182
3749,103183
3750,103184
3751,103185
3752,103186
3753,103187
3754,103188
3755,103189
3756,103190
3757,103191
3758,103192
3759,103193
3760,103194
3761,103195
3762,103196
3763,103197
3764,103198
3765,103199
3766,103200
3767,103201
3768,103202
3769,103203
3770,103204
3771,103205
3772,103206
3773,103207
3774,103208
3775,103209
3776,103210
3777,103211
3778,103212
3779,103213
3780,103214
3781,103215
3782,103216
3783,103217
3784,103218
3785,103219
3786,103220
3787,103221
3788,103222
3789,103223
3790,103224
3791,103225
3792,103226
3793,103227
3794,103228
3795,103229
3796,103230
3797,103231
3798,103232
3799,103233
3800,103234
3801,103235
3802,103236
3803,103237
3804,103238
3805,103239
3806,103240
3807,103241
3808,103242
3809,103243
3810,103244
3811,103245
3812,103246
3813,103247
3814,103248
3815,103249
3816,103250
3817,103251
3818,103252
3819,103253
3820,103254
3821,103255
3822,103256
3823,103257
3824,103258
3825,103259
3826,103260
3827,103261
3828,103262
3829,103263
3830,103264
3831,103265
3832,104001
3833,104002
3834,104003
3835,104004
3836,104005
3837,104006
3838,104007
3839,104008
3840,104009
3841,104010
3842,104011
3843,104012
3844,104013
3845,104014
3846,104015
3847,104016
3848,104017
3849,104018
3850,104019
3851,104020
3852,104021
3853,104022
3854,104023
3855,104024
3856,104025
3857,104026
3858,104027
3859,104028
3860,104029
3861,104030
3862,104031
3863,104032
3864,104033
3865,104034
3866,104035
3867,104036
3868,104037
3869,104038
3870,104039
3871,104040
3872,104041
3873,104042
3874,104043
3875,104044
3876,104045
3877,104046
3878,104047
3879,104048
3880,104049
3881,104050
3882,104051
3883,104052
3884,104053
3885,104054
3886,104055
3887,104056
3888,104057
3889,104058
3890,104059
3891,104060
3892,104061
3893,104062
3894,104063
3895,104064
3896,104065
3897,104066
3898,104067
3899,104068
3900,104069
3901,104070
3902,104071
3903,104072
3904,104073
3905,104074
3906,104075
3907,104076
3908,104077
3909,104078
3910,104079
3911,104080
3912,104081
3913,104082
3914,104083
3915,104084
3916,104085
3917,104086
3918,104087
3919,104088
3920,104089
3921,104090
3922,104091
3923,104092
3924,104093
3925,104094
3926,104095
3927,104096
3928,104097
3929,104098
3930,104099
3931,104100
3932,104101
3933,104102
3934,104103
3935,104104
3936,104105
3937,104106
3938,104107
3939,104108
3940,104109
3941,104110
3942,104111
3943,104112
3944,104113
3945,104114
3946,104115
3947,104116
3948,104117
3949,104118
3950,104119
3951,104120
3952,104121
3953,104122
3954,104123
3955,104124
3956,104125
3957,104126
3958,104127
3959,104128
3960,104129
3961,104130
3962,104131
3963,104132
3964,104133
3965,104134
3966,104135
3967,104136
3968,104137
3969,104138
3970,104139
3971,104140
3972,104141
3973,104142
3974,104143
3975,104144
3976,104145
3977,104146
3978,104147
3979,104148
3980,104149
3981,104150
3982,104151
3983,104152
3984,104153
3985,104154
3986,104155
3987,104156
3988,104157
3989,104158
3990,104159
3991,104160
3992,104161
3993,104162
3994,104163
3995,104164
3996,104165
3997,104166
3998,104167
3999,104168
4000,104169
4001,104170
4002,104171
4003,104172
4004,104173
4005,104174
4006,104175
4007,104176
4008,104177
4009,104178
4010,104179
4011,104180
4012,104181
4013,104182
4014,104183
4015,104184
4016,104185
4017,104186
4018,104187
4019,104188
4020,104189
4021,104190
4022,104191
4023,104192
4024,104193
4025,104194
4026,104195
4027,104196
4028,104197
4029,104198
4030,104199
4031,104200
4032,104201
4033,104202
4034,104203
4035,104204
4036,104205
4037,104206
4038,104207
4039,104208
4040,104209
4041,104210
4042,104211
4043,104212
4044,104213
4045,104214
4046,104215
4047,104216
4048,104217
4049,104218
4050,104219
4051,104220
4052,104221
4053,104222
4054,104223
4055,104224
4056,104225
4057,104226
4058,104227
4059,104228
4060,104229
4061,104230
4062,104231
4063,104232
4064,104233
4065,104234
4066,104235
4067,104236
4068,104237
4069,104238
4070,104239
4071,104240
4072,104241
4073,104242
4074,104243
4075,104244
4076,104245
4077,104246
4078,104247
4079,104248
4080,104249
4081,104250
4082,104251
4083,104252
4084,104253
4085,104254
4086,104255
4087,104256
4088,104257
4089,104258
4090,104259
4091,104260
4092,104261
4093,104262
4094,104263
4095,104264
4096,104265
4097,104266
4098,104267
4099,105001
4100,105002
4101,105003
4102,105004
4103,105005
4104,105006
4105,105007
4106,105008
4107,105009
4108,105010
4109,105011
4110,105012
4111,105013
4112,105014
4113,105015
4114,105016
4115,105017
4116,105018
4117,105019
4118,105020
4119,105021
4120,105022
4121,105023
4122,105024
4123,105025
4124,105026
4125,105027
4126,105028
4127,105029
4128,105030
4129,105031
4130,105032
4131,105033
4132,105034
4133,105035
4134,105036
4135,105037
4136,105038
4137,105039
4138,105040
4139,105041
4140,105042
4141,105043
4142,105044
4143,105045
4144,105046
4145,105047
4146,105048
4147,105049
4148,105050
4149,105051
4150,105052
4151,105053
4152,105054
4153,105055
4154,105056
4155,105057
4156,105058
4157,105059
4158,105060
4159,105061
4160,105062
4161,105063
4162,105064
4163,105065
4164,105066
4165,105067
4166,105068
4167,105069
4168,105070
4169,105071
4170,105072
4171,105073
4172,105074
4173,105075
4174,105076
4175,105077
4176,105078
4177,105079
4178,105080
4179,105081
4180,105082
4181,105083
4182,105084
4183,105085
4184,105086
4185,105087
4186,105088
4187,105089
4188,105090
4189,105091
4190,105092
4191,105093
4192,105094
4193,105095
4194,105096
4195,105097
4196,105098
4197,105099
4198,105100
4199,105101
4200,105102
4201,105103
4202,105104
4203,105105
4204,105106
4205,105107
4206,105108
4207,105109
4208,105110
4209,105111
4210,105112
4211,105113
4212,105114
4213,105115
4214,105116
4215,105117
4216,105118
4217,105119
4218,105120
4219,105121
4220,105122
4221,105123
4222,105124
4223,105125
4224,105126
4225,105127
4226,105128
4227,105129
4228,105130
4229,105131
4230,105133
4231,105134
4232,105135
4233,105136
4234,105137
4235,105138
4236,105139
4237,105140
4238,105141
4239,105142
4240,105143
4241,105144
4242,105145
4243,105146
4244,105147
4245,105148
4246,105149
4247,105150
4248,105151
4249,105152
4250,105153
4251,105154
4252,105155
4253,105156
4254,105157
4255,105158
4256,105159
4257,105160
4258,105161
4259,105162
4260,105163
4261,105164
4262,105165
4263,105166
4264,105167
4265,105168
4266,105169
4267,105170
4268,105171
4269,105172
4270,105173
4271,105174
4272,105175
4273,105176
4274,105177
4275,105178
4276,105179
4277,105180
4278,105181
4279,105182
4280,105183
4281,105184
4282,105185
4283,105186
4284,105187
4285,105188
4286,105189
4287,105190
4288,105191
4289,105192
4290,105193
4291,105194
4292,105195
4293,105196
4294,105197
4295,105198
4296,105199
4297,105200
4298,105201
4299,105202
4300,105203
4301,105204
4302,105205
4303,105206
4304,105207
4305,105208
4306,105209
4307,105210
4308,105211
4309,105212
4310,105213
4311,105214
4312,105215
4313,105216
4314,105217
4315,105218
4316,105219
4317,105220
4318,105221
4319,105222
4320,105223
4321,105224
4322,105225
4323,105226
4324,105227
4325,105228
4326,105229
4327,105230
4328,105232
4329,105233
4330,105234
4331,105235
4332,105236
4333,105237
4334,105238
4335,105239
4336,105240
4337,105242
4338,105243
4339,105244
4340,105245
4341,105246
4342,105247
4343,105248
4344,105249
4345,105250
4346,105251
4347,105252
4348,105253
4349,105254
4350,105255
4351,105256
4352,105257
4353,105258
4354,105259
4355,105260
4356,105261
4357,105262
4358,105263
4359,105264
4360,105265
4361,105266
4362,105267
4363,105268
4364,105269
4365,105270
4366,105271
4367,105272
4368,105274
4369,105275
4370,105276
4371,105277
4372,105278
4373,105279
4374,105280
4375,105281
4376,105282
4377,105283
4378,105284
4379,105285
4380,105286
4381,105287
4382,105288
4383,105289
4384,105290
4385,105291
4386,105292
4387,105293
4388,105294
4389,105295
4390,105296
4391,105297
4392,105298
4393,105299
4394,105300
4395,105301
4396,105302
4397,105303
4398,105304
4399,105305
4400,105306
4401,105307
4402,105308
4403,105309
4404,105310
4405,105311
4406,105312
4407,105313
4408,105314
4409,105315
4410,105316
4411,105317
4412,105318
4413,105319
4414,105320
4415,105321
4416,106001
4417,106002
4418,106003
4419,106004
4420,106005
4421,106006
4422,106007
4423,106008
4424,106009
4425,106010
4426,106011
4427,106012
4428,106013
4429,106014
4430,106015
4431,106016
4432,106017
4433,106018
4434,106019
4435,106020
4436,106021
4437,106022
4438,106023
4439,106024
4440,106025
4441,106026
4442,106027
4443,106028
4444,106029
4445,106030
4446,106031
4447,106032
4448,106033
4449,106034
4450,106035
4451,106036
4452,106037
4453,106038
4454,106039
4455,106040
4456,106041
4457,106042
4458,106043
4459,106044
4460,106045
4461,106046
4462,106047
4463,106048
4464,106049
4465,106050
4466,106051
4467,106052
4468,106053
4469,106054
4470,106055
4471,106056
4472,106057
4473,106058
4474,106059
4475,106060
4476,106061
4477,106062
4478,106063
4479,106064
4480,106065
4481,106066
4482,106067
4483,106068
4484,106069
4485,106070
4486,106071
4487,106072
4488,106073
4489,106074
4490,106075
4491,106076
4492,106077
4493,106078
4494,106079
4495,106080
4496,106081
4497,106082
4498,106083
4499,106085
4500,106086
4501,106087
4502,106088
4503,106089
4504,106090
4505,106091
4506,106092
4507,106093
4508,106094
4509,106095
4510,106096
4511,106097
4512,106098
4513,106099
4514,106100
4515,106101
4516,106102
4517,106103
4518,106104
4519,106105
4520,106106
4521,106107
4522,106108
4523,106109
4524,106110
4525,106111
4526,106112
4527,106113
4528,106114
4529,106115
4530,106116
4531,106117
4532,106118
4533,106119
4534,106120
4535,106121
4536,106122
4537,106123
4538,106124
4539,106125
4540,106126
4541,106127
4542,106128
4543,106129
4544,106130
4545,106131
4546,106132
4547,106133
4548,106134
4549,106135
4550,106136
4551,106137
4552,106138
4553,106139
4554,106140
4555,106141
4556,106142
4557,106143
4558,106144
4559,106145
4560,106146
4561,106147
4562,106148
4563,106149
4564,106150
4565,106151
4566,106152
4567,106153
4568,106154
4569,106155
4570,106156
4571,106157
4572,106158
4573,106159
4574,106160
4575,106161
4576,106162
4577,106163
4578,106164
4579,106165
4580,106166
4581,106167
4582,106168
4583,106169
4584,106170
4585,106171
4586,106172
4587,106173
4588,106174
4589,106175
4590,106176
4591,106177
4592,106178
4593,106179
4594,106180
4595,106181
4596,106182
4597,106183
4598,106184
4599,106185
4600,106186
4601,106187
4602,106188
4603,106189
4604,106190
4605,106191
4606,106192
4607,106193
4608,106194
4609,106195
4610,106196
4611,106197
4612,106198
4613,106199
4614,106200
4615,106201
4616,106202
4617,106203
4618,106204
4619,106205
4620,106206
4621,106207
4622,106208
4623,106209
4624,106210
4625,106211
4626,106212
4627,106213
4628,106214
4629,106215
4630,106216
4631,106217
4632,106218
4633,106219
4634,106220
4635,106221
4636,106222
4637,106223
4638,106224
4639,106225
4640,106226
4641,106227
4642,106228
4643,106229
4644,106230
4645,106231
4646,106232
4647,106233
4648,106234
4649,106235
4650,106236
4651,106237
4652,106238
4653,106239
4654,106240
4655,106241
4656,106242
4657,106243
4658,106244
4659,106245
4660,106246
4661,106247
4662,106248
4663,106249
4664,106250
4665,106252
4666,106253
4667,106254
4668,106255
4669,106256
4670,106257
4671,106258
4672,106259
4673,106260
4674,106261
4675,106262
4676,106263
4677,106264
4678,106265
4679,106266
4680,106267
4681,106268
4682,106269
4683,106270
4684,106271
4685,106272
4686,106273
4687,106274
4688,106275
4689,106276
4690,106277
4691,106278
4692,106279
4693,106280
4694,106281
4695,106282
4696,106283
4697,106284
4698,106285
4699,106286
4700,106287
4701,107001
4702,107002
4703,107003
4704,107004
4705,107005
4706,107006
4707,107007
4708,107008
4709,107009
4710,107010
4711,107011
4712,107012
4713,107013
4714,107014
4715,107015
4716,107016
4717,107017
4718,107018
4719,107019
4720,107020
4721,107021
4722,107022
4723,107023
4724,107024
4725,107025
4726,107026
4727,107027
4728,107028
4729,107029
4730,107030
4731,107031
4732,107032
4733,107033
4734,107034
4735,107035
4736,107036
4737,107037
4738,107038
4739,107039
4740,107040
4741,107041
4742,107042
4743,107043
4744,107044
4745,107045
4746,107046
4747,107047
4748,107048
4749,107049
4750,107050
4751,107051
4752,107052
4753,107053
4754,107054
4755,107055
4756,107056
4757,107057
4758,107058
4759,107059
4760,107060
4761,107061
4762,107062
4763,107063
4764,107064
4765,107065
4766,107066
4767,107067
4768,107068
4769,107069
4770,107070
4771,107071
4772,107072
4773,107073
4774,107074
4775,107075
4776,107076
4777,107077
4778,107078
4779,107079
4780,107080
4781,107081
4782,107082
4783,107083
4784,107084
4785,107085
4786,107086
4787,107087
4788,107088
4789,107089
4790,107090
4791,107091
4792,107092
4793,107093
4794,107094
4795,107095
4796,107096
4797,107097
4798,107098
4799,107099
4800,107100
4801,107101
4802,107102
4803,107103
4804,107104
4805,107105
4806,107106
4807,107107
4808,107108
4809,107109
4810,107110
4811,107111
4812,107112
4813,107113
4814,107114
4815,107115
4816,107116
4817,107117
4818,107118
4819,107119
4820,107120
4821,107121
4822,107122
4823,107123
4824,107124
4825,107125
4826,107126
4827,107127
4828,107128
4829,107129
4830,107130
