,author_id,interests
2023,2023,"{0, 8, 3}"
2024,2024,"{0, 33, 3, 5, 6, 7, 8, 9, 45}"
2025,2025,"{8, 3, 44}"
2026,2026,"{0, 33, 8}"
2027,2027,"{1, 33, 8, 25, 27}"
2028,2028,"{0, 1, 33, 8, 44, 45, 47}"
2029,2029,"{0, 8, 44}"
2030,2030,"{8, 33}"
2031,2031,"{8, 33, 44, 45}"
2032,2032,"{0, 8, 44}"
2033,2033,"{0, 33, 45, 8}"
2034,2034,"{0, 1, 3, 8, 45}"
2035,2035,{8}
2036,2036,"{0, 1, 2, 3, 33, 5, 8, 44, 45, 47}"
2037,2037,"{0, 1, 33, 8, 44, 45, 46, 47, 27}"
2038,2038,"{0, 33, 34, 8, 42, 44, 47, 48}"
2039,2039,"{0, 8, 3, 45}"
2040,2040,"{0, 33, 44, 8}"
2041,2041,"{0, 33, 8, 44, 47, 26}"
2042,2042,"{0, 33, 8, 44, 45}"
2043,2043,"{0, 33, 8, 44, 47}"
2044,2044,"{0, 33, 34, 8, 45, 48, 27, 31}"
2045,2045,"{33, 8, 45, 48, 31}"
2046,2046,"{0, 1, 33, 8, 42, 44, 45}"
2047,2047,"{0, 33, 8, 43, 47}"
2048,2048,"{0, 1, 33, 3, 34, 8, 43, 44, 45, 47}"
2049,2049,"{0, 1, 33, 3, 8, 44, 45}"
2050,2050,"{8, 1, 43}"
2051,2051,"{8, 45}"
2052,2052,"{8, 31}"
2053,2053,"{0, 8, 44, 47}"
2054,2054,"{0, 33, 3, 8, 42, 44, 45, 26}"
2055,2055,"{8, 33, 45}"
2056,2056,"{0, 33, 8, 43, 14}"
2057,2057,"{1, 2, 3, 33, 8, 44, 45, 47}"
2058,2058,"{8, 0, 24, 33}"
2059,2059,"{0, 8}"
2060,2060,"{8, 12}"
2061,2061,"{0, 33, 8, 12, 45}"
2062,2062,"{8, 45}"
2063,2063,"{0, 1, 33, 3, 8, 44, 45, 14}"
2064,2064,"{0, 1, 33, 8, 44, 45, 48}"
2065,2065,"{0, 1, 8}"
2066,2066,"{0, 33, 8, 44, 45, 46, 47}"
2067,2067,"{0, 1, 8, 44, 45}"
2068,2068,"{33, 3, 8, 43, 51}"
2069,2069,"{0, 33, 6, 8, 12, 45, 44}"
2070,2070,"{8, 1, 44, 45}"
2071,2071,"{8, 33}"
2072,2072,"{0, 33, 8, 44, 45}"
2073,2073,"{0, 8, 44}"
2074,2074,"{8, 44}"
2075,2075,{8}
2076,2076,"{0, 33, 44, 8}"
2077,2077,"{8, 12, 45}"
2078,2078,"{1, 33, 34, 8, 44, 45, 47}"
2079,2079,"{8, 33}"
2080,2080,"{8, 44}"
2081,2081,"{0, 1, 33, 3, 8, 44, 45}"
2082,2082,"{0, 33, 8, 44, 45, 47, 48}"
2083,2083,"{8, 33, 44, 47}"
2084,2084,"{8, 33, 43}"
2085,2085,"{8, 33, 43}"
2086,2086,"{8, 1, 45, 47}"
2087,2087,"{8, 44}"
2088,2088,{8}
2089,2089,"{0, 33, 8, 43, 44, 47, 48}"
2090,2090,"{33, 8, 44, 45, 47}"
2091,2091,"{1, 33, 8, 43, 45, 46, 14, 27}"
2092,2092,"{33, 8, 44, 45, 24}"
2093,2093,"{0, 33, 8, 15, 27}"
2094,2094,"{0, 33, 8, 45, 48}"
2095,2095,"{0, 33, 44, 8}"
2096,2096,{8}
2097,2097,"{8, 17, 18}"
2098,2098,"{8, 33, 45}"
2099,2099,"{1, 33, 8, 45, 25}"
2100,2100,"{0, 8, 44, 46, 52}"
2101,2101,"{0, 1, 5, 8, 44, 45}"
2102,2102,"{0, 1, 39, 8, 44, 45, 46, 26}"
2103,2103,"{0, 1, 33, 3, 5, 38, 8, 11, 44, 45, 14, 47, 48, 24, 29}"
2104,2104,"{0, 1, 8, 44, 45}"
2105,2105,"{0, 33, 8, 12, 46, 27}"
2106,2106,"{0, 33, 45, 8}"
2107,2107,"{0, 1, 33, 8, 44, 47, 48}"
2108,2108,"{0, 1, 33, 3, 8, 44, 45, 14, 27}"
2109,2109,"{8, 34, 26, 44}"
2110,2110,"{0, 8, 44, 48, 26}"
2111,2111,"{0, 8}"
2112,2112,"{8, 7, 45, 39}"
2113,2113,"{0, 33, 45, 8}"
2114,2114,"{8, 43}"
2115,2115,"{48, 33, 8}"
2116,2116,"{0, 1, 8, 45, 14, 46, 27}"
2117,2117,"{8, 33, 14}"
2118,2118,"{0, 33, 8}"
2119,2119,"{0, 1, 33, 8, 44, 45, 47, 24}"
2120,2120,"{8, 33, 44}"
2121,2121,"{8, 0, 43}"
2122,2122,"{1, 33, 8, 44, 45}"
2123,2123,"{1, 2, 3, 33, 5, 8, 45}"
2124,2124,"{8, 29}"
2125,2125,"{0, 1, 8, 44, 26}"
2126,2126,"{0, 1, 33, 3, 8, 43, 44, 45, 48}"
2127,2127,"{8, 1, 44}"
2128,2128,"{0, 33, 8, 44, 47}"
2129,2129,{8}
2130,2130,"{0, 1, 33, 8, 44, 45, 47, 24}"
2131,2131,"{0, 8}"
2132,2132,"{8, 47}"
2133,2133,"{0, 33, 44, 8}"
2134,2134,"{0, 1, 45, 8}"
2135,2135,"{0, 1, 33, 8, 12, 44, 45, 22, 27}"
2136,2136,"{8, 33, 3, 44}"
2137,2137,"{8, 44}"
2138,2138,"{0, 1, 33, 39, 8, 45, 47, 48}"
2139,2139,"{0, 1, 33, 8, 44, 45}"
2140,2140,"{0, 33, 1, 8}"
2141,2141,"{0, 8, 44, 45, 48}"
2142,2142,"{0, 1, 8, 44, 45}"
2143,2143,"{8, 45, 38}"
2144,2144,"{8, 33, 5}"
2145,2145,"{8, 33}"
2146,2146,"{8, 33, 2}"
2147,2147,"{0, 33, 8, 43, 13, 14, 25}"
2148,2148,"{0, 1, 3, 8, 45}"
2149,2149,"{0, 33, 44, 8}"
2150,2150,"{8, 33}"
2151,2151,"{8, 1, 45}"
2152,2152,"{8, 33, 43}"
2153,2153,{8}
2154,2154,"{0, 33, 8, 42, 44, 45}"
2155,2155,"{0, 1, 8, 47}"
2156,2156,"{8, 33, 44, 24}"
2157,2157,"{0, 1, 33, 3, 38, 8, 43, 44, 45, 14, 47, 48}"
2158,2158,"{0, 33, 44, 8}"
2159,2159,"{0, 33, 8, 45, 29}"
2160,2160,"{8, 45}"
2161,2161,"{0, 33, 3, 8}"
2162,2162,"{8, 33}"
2163,2163,"{0, 1, 33, 3, 8, 12, 44, 45, 47}"
2164,2164,"{0, 1, 33, 8, 44, 45}"
2165,2165,"{0, 8}"
2166,2166,"{0, 8}"
2167,2167,"{0, 1, 33, 8, 44, 45, 47}"
2168,2168,"{0, 8, 2, 45}"
2169,2169,"{8, 44, 45, 46}"
2170,2170,"{0, 1, 8}"
2171,2171,"{0, 33, 1, 8}"
2172,2172,"{0, 33, 8, 44, 47}"
2173,2173,"{0, 33, 3, 8, 12, 45, 44}"
2174,2174,"{0, 8, 44, 45}"
2175,2175,"{0, 33, 1, 8}"
2176,2176,"{0, 3, 8, 43, 44, 47, 48}"
2177,2177,"{0, 33, 8, 43, 45, 46}"
2178,2178,"{8, 44, 47}"
2179,2179,"{0, 1, 33, 8, 43, 44, 45}"
2180,2180,"{0, 1, 32, 3, 33, 8, 44, 45, 47, 24}"
2181,2181,"{0, 8}"
2182,2182,"{0, 1, 44, 8}"
2183,2183,"{0, 33, 8}"
2184,2184,"{48, 0, 45, 8}"
2185,2185,"{8, 44, 46, 14}"
2186,2186,"{0, 8, 45, 39}"
2187,2187,"{8, 29, 38}"
2188,2188,"{0, 8, 44}"
2189,2189,"{8, 44, 45}"
2190,2190,"{0, 33, 3, 38, 8, 12, 45, 44}"
2191,2191,"{0, 33, 8}"
2192,2192,"{0, 33, 3, 8, 12, 45}"
2193,2193,"{8, 33}"
2194,2194,"{0, 33, 3, 8, 25}"
2195,2195,"{48, 8, 45}"
2196,2196,"{0, 33, 1, 8}"
2197,2197,"{48, 33, 45, 8}"
2198,2198,"{8, 44}"
2199,2199,"{0, 1, 33, 8, 44, 45, 47, 29}"
2200,2200,"{8, 33, 1}"
2201,2201,"{0, 1, 33, 5, 8, 12, 45, 44, 47, 48, 23}"
2202,2202,"{0, 8}"
2203,2203,"{8, 33, 45, 47}"
2204,2204,"{33, 8, 44, 45, 46}"
2205,2205,"{0, 33, 3, 8, 44, 45, 46}"
2206,2206,"{0, 33, 5, 8, 44, 45, 47, 48}"
2207,2207,"{0, 33, 3, 8, 44, 45, 47, 52, 31}"
2208,2208,"{33, 8, 44, 46, 29}"
2209,2209,"{0, 33, 8, 42, 44, 45, 47, 29}"
2210,2210,"{0, 1, 33, 3, 8, 44, 45, 47}"
2211,2211,"{8, 33, 44, 45}"
2212,2212,"{8, 3, 45, 14}"
2213,2213,"{0, 8}"
2214,2214,{8}
2215,2215,{8}
2216,2216,"{33, 8, 45, 46, 14}"
2217,2217,"{8, 1, 3}"
2218,2218,"{0, 8, 45}"
2219,2219,"{0, 1, 33, 3, 8, 44, 45, 47, 48, 26}"
2220,2220,"{33, 8, 43, 44, 47, 27}"
2221,2221,"{8, 44}"
2222,2222,"{8, 33, 1}"
2223,2223,"{0, 8}"
2224,2224,"{0, 8, 45}"
2225,2225,"{0, 1, 33, 3, 8, 44, 45, 48}"
2226,2226,"{0, 8, 44, 45}"
2227,2227,{8}
2228,2228,"{8, 33, 43, 47}"
2229,2229,"{8, 44, 45, 47}"
2230,2230,"{0, 1, 2, 3, 8, 44}"
2231,2231,"{0, 33, 8, 44, 45, 27}"
2232,2232,"{0, 1, 33, 8, 43, 44, 45, 47}"
2233,2233,"{0, 33, 8, 44, 48}"
2234,2234,"{48, 33, 45, 8}"
2235,2235,"{8, 33, 43, 44}"
2236,2236,"{0, 1, 3, 8, 45}"
2237,2237,{8}
2238,2238,"{0, 33, 8, 44, 45, 47}"
2239,2239,"{8, 33}"
2240,2240,"{0, 33, 3, 8, 45}"
2241,2241,"{0, 1, 33, 8, 45}"
2242,2242,"{0, 1, 33, 3, 5, 8, 43, 44, 45, 47, 29}"
2243,2243,"{1, 33, 8, 44, 45}"
2244,2244,"{0, 33, 8, 44, 45, 47}"
2245,2245,"{0, 1, 33, 8, 43, 44, 45}"
2246,2246,"{0, 33, 3, 8, 44, 45, 47}"
2247,2247,"{0, 33, 8, 47, 48}"
2248,2248,"{8, 38}"
2249,2249,"{0, 1, 33, 8, 43, 45, 47}"
2250,2250,"{0, 1, 2, 33, 8, 46}"
2251,2251,"{33, 8, 44, 45, 47}"
2252,2252,"{0, 8}"
2253,2253,"{33, 8, 44, 45, 51}"
2254,2254,"{0, 1, 33, 8, 44}"
2255,2255,"{8, 33, 44, 45}"
2256,2256,"{0, 33, 44, 8}"
2257,2257,"{0, 1, 33, 3, 8, 11, 44, 45}"
2258,2258,"{8, 44, 45}"
2259,2259,"{8, 33, 44}"
2260,2260,"{8, 45, 47}"
2261,2261,"{8, 33, 44}"
2262,2262,"{8, 33, 44}"
2263,2263,"{8, 33, 45}"
2264,2264,"{0, 1, 2, 3, 33, 8, 44, 45}"
2265,2265,"{0, 1, 33, 5, 8, 44, 47, 26}"
2266,2266,"{8, 33, 1, 47}"
2267,2267,"{0, 33, 3, 8, 44, 45, 48}"
2268,2268,"{0, 1, 34, 8, 12, 44, 46, 54}"
2269,2269,"{0, 8, 42, 44}"
2270,2270,"{0, 1, 2, 3, 33, 8, 44, 45, 46, 54}"
2271,2271,"{8, 44}"
2272,2272,"{8, 45}"
2273,2273,"{0, 33, 8}"
2274,2274,"{33, 8, 44, 45, 47}"
2275,2275,"{0, 8, 44, 38}"
2276,2276,"{8, 45, 47}"
2277,2277,"{33, 8, 43, 44, 45}"
2278,2278,"{0, 8, 45}"
2279,2279,"{8, 33, 3, 44}"
2280,2280,"{8, 44, 45}"
2281,2281,{8}
2282,2282,"{0, 3, 8, 43, 44, 47, 48}"
2283,2283,{8}
2284,2284,"{8, 33, 43, 44}"
2285,2285,{8}
2286,2286,"{0, 33, 3, 8, 43}"
2287,2287,"{1, 33, 8, 44, 47, 26}"
2288,2288,"{0, 1, 33, 8, 43, 12, 44, 14, 45, 47, 26}"
2289,2289,"{8, 33, 45, 47}"
2290,2290,{8}
2291,2291,"{8, 44}"
2292,2292,"{0, 33, 8, 44, 45, 46, 47, 27}"
2293,2293,"{8, 33, 44}"
2294,2294,"{8, 47}"
2295,2295,"{8, 33, 44, 45}"
2296,2296,"{8, 33, 44}"
2297,2297,"{0, 33, 8, 47}"
2298,2298,"{8, 33, 44}"
2299,2299,"{0, 8, 3, 45}"
2300,2300,"{8, 33, 47}"
2301,2301,"{48, 0, 8, 33}"
2302,2302,"{0, 33, 8, 43, 44, 45, 47, 29}"
2303,2303,"{8, 44, 45}"
2304,2304,"{0, 3, 5, 8, 44, 45}"
2305,2305,"{8, 1, 44, 47}"
2306,2306,"{0, 1, 33, 3, 8, 25}"
2307,2307,"{8, 33, 44}"
2308,2308,"{0, 33, 3, 8, 24, 26}"
2309,2309,"{33, 8, 45, 14, 22}"
2310,2310,"{48, 8, 29, 45}"
2311,2311,{8}
2312,2312,"{8, 33, 2, 45}"
2313,2313,"{8, 3}"
2314,2314,"{0, 33, 38, 8, 9, 44, 47, 24}"
2315,2315,"{2, 8, 44, 45, 47}"
2316,2316,"{8, 45}"
2317,2317,"{0, 1, 3, 8, 44, 45, 14, 46}"
2318,2318,"{0, 1, 33, 3, 39, 8, 44, 45, 47, 24}"
2319,2319,"{0, 8, 45}"
2320,2320,"{8, 33, 45}"
2321,2321,"{0, 1, 33, 8, 44, 45}"
2322,2322,"{8, 12, 45, 44}"
2323,2323,"{8, 33}"
2324,2324,"{0, 33, 45, 8}"
2325,2325,"{0, 1, 3, 8}"
2326,2326,"{0, 8, 44, 45, 47, 26}"
2327,2327,"{8, 3, 12, 45}"
2328,2328,{8}
2329,2329,"{0, 1, 33, 8, 44, 45}"
2330,2330,"{0, 33, 8, 44, 45, 47, 48}"
2331,2331,"{0, 8, 44}"
2332,2332,"{8, 45, 47}"
2333,2333,"{0, 33, 3, 7, 8, 11, 44, 45, 47, 48, 25, 30}"
2334,2334,"{8, 33}"
2335,2335,"{0, 33, 8, 44, 47}"
2336,2336,"{33, 8, 44, 45, 47, 48}"
2337,2337,"{8, 2, 5}"
2338,2338,"{1, 3, 8, 45, 22}"
2339,2339,"{8, 33, 43, 47}"
2340,2340,"{0, 8, 45}"
2341,2341,"{0, 33, 2, 5, 8, 44, 45}"
2342,2342,"{8, 14}"
2343,2343,"{0, 1, 45, 8}"
2344,2344,"{0, 1, 33, 3, 8, 44, 45}"
2345,2345,"{8, 44}"
2346,2346,"{8, 45, 5}"
2347,2347,"{8, 45}"
2348,2348,"{0, 33, 38, 8, 44, 47}"
2349,2349,"{0, 8, 44, 45}"
2350,2350,"{0, 1, 2, 33, 5, 38, 8, 44, 45}"
2351,2351,"{8, 0, 43, 33}"
2352,2352,"{0, 1, 33, 8, 44, 24}"
2353,2353,"{0, 33, 8, 44, 27}"
2354,2354,"{8, 3, 44}"
2355,2355,"{33, 8, 43, 51, 54, 27}"
2356,2356,"{0, 8, 44}"
2357,2357,"{1, 33, 8, 44, 45, 47, 25}"
2358,2358,"{0, 33, 8, 44, 45}"
2359,2359,"{0, 33, 8, 45, 47}"
2360,2360,"{0, 1, 33, 8, 44, 45, 47}"
2361,2361,"{0, 1, 8}"
2362,2362,"{0, 8}"
2363,2363,"{0, 1, 3, 8}"
2364,2364,"{0, 1, 33, 8, 44, 47}"
2365,2365,"{8, 33}"
2366,2366,"{8, 33, 44, 45}"
2367,2367,"{0, 8, 3, 44}"
2368,2368,"{0, 32, 5, 8, 43, 45}"
2369,2369,"{0, 1, 33, 8, 44, 45, 47, 23, 24}"
2370,2370,"{0, 1, 2, 33, 8, 43, 44, 48}"
2371,2371,"{0, 8, 44}"
2372,2372,{8}
2373,2373,"{0, 1, 44, 8}"
2374,2374,"{0, 33, 8, 12, 45, 44, 47, 24, 26}"
2375,2375,"{0, 8, 42, 47, 48}"
2376,2376,"{0, 33, 3, 8, 44, 45, 47}"
2377,2377,"{0, 8, 45}"
2378,2378,"{0, 8, 3}"
2379,2379,"{0, 8, 45}"
2380,2380,"{0, 33, 1, 8}"
2381,2381,"{0, 8}"
2382,2382,"{0, 8, 45}"
2383,2383,"{8, 44, 45, 47}"
2384,2384,"{8, 33, 44, 45}"
2385,2385,"{0, 1, 33, 3, 8}"
2386,2386,"{0, 33, 8, 43, 44, 47}"
2387,2387,"{0, 1, 8, 44, 45, 26}"
2388,2388,"{0, 8}"
2389,2389,"{8, 3}"
2390,2390,"{0, 1, 33, 8, 44, 45, 47}"
2391,2391,"{8, 1}"
2392,2392,"{8, 45}"
2393,2393,"{0, 1, 8, 44, 45}"
2394,2394,"{8, 43, 45, 7}"
2395,2395,"{8, 33, 44}"
2396,2396,"{0, 1, 33, 3, 8, 43, 44, 45}"
2397,2397,"{8, 33}"
2398,2398,"{0, 1, 33, 3, 8, 12, 44, 45}"
2399,2399,"{0, 1, 8, 44, 45, 23}"
2400,2400,"{0, 1, 34, 8, 44, 46, 27}"
2401,2401,"{0, 33, 3, 8, 43, 45}"
2402,2402,"{0, 33, 12, 8}"
2403,2403,"{8, 33, 45, 6}"
2404,2404,"{8, 33, 43, 41}"
2405,2405,"{0, 1, 2, 3, 33, 5, 7, 8, 9, 43, 44, 45, 14, 47, 25, 27, 29}"
2406,2406,"{0, 33, 45, 8}"
2407,2407,"{0, 1, 7, 8, 44, 45}"
2408,2408,"{1, 2, 3, 33, 8, 44, 45, 47}"
2409,2409,"{0, 33, 8, 43, 45, 47, 48}"
2410,2410,{8}
2411,2411,"{8, 33}"
2412,2412,"{8, 33, 3, 1}"
2413,2413,"{8, 1, 44}"
2414,2414,"{8, 44}"
2415,2415,"{0, 33, 2, 5, 8, 44, 45}"
2416,2416,"{0, 33, 3, 8, 43}"
2417,2417,"{0, 1, 38, 8, 45}"
2418,2418,"{0, 8}"
2419,2419,"{8, 3}"
2420,2420,"{0, 33, 8}"
2421,2421,"{0, 1, 2, 3, 33, 5, 8, 44, 45, 46, 27}"
2422,2422,"{0, 33, 8, 44, 47, 48, 26}"
2423,2423,"{3, 8, 44, 45, 48}"
2424,2424,"{33, 8, 43, 44, 45}"
2425,2425,"{0, 8}"
2426,2426,"{8, 45}"
2427,2427,"{8, 1, 44, 45}"
2428,2428,{8}
2429,2429,"{8, 33}"
2430,2430,"{1, 33, 8, 44, 45}"
2431,2431,"{8, 44}"
2432,2432,"{0, 33, 3, 8, 45, 47, 27}"
2433,2433,"{0, 33, 8}"
2434,2434,"{0, 1, 33, 3, 5, 38, 8, 44, 45, 14, 47}"
2435,2435,"{0, 33, 8, 43, 44, 47, 48}"
2436,2436,"{8, 44, 45}"
2437,2437,"{8, 1}"
2438,2438,"{3, 8, 45, 14, 47}"
2439,2439,"{0, 33, 45, 8}"
2440,2440,"{8, 33}"
2441,2441,"{0, 1, 33, 3, 8, 44, 14, 46, 47}"
2442,2442,"{0, 1, 33, 3, 8, 45, 14}"
2443,2443,"{0, 1, 3, 8, 45}"
2444,2444,"{8, 33, 44, 1}"
2445,2445,"{0, 1, 8, 44, 26}"
2446,2446,"{8, 43, 44, 45}"
2447,2447,"{8, 45}"
2448,2448,"{3, 8, 44, 45, 47}"
2449,2449,"{0, 8}"
2450,2450,"{0, 1, 33, 8, 44, 45}"
2451,2451,"{0, 33, 2, 3, 8, 44, 45, 26}"
2452,2452,{8}
2453,2453,"{8, 43}"
2454,2454,"{8, 1, 45, 47}"
2455,2455,"{8, 0, 1, 24}"
2456,2456,"{0, 33, 34, 8, 12, 44, 47}"
2457,2457,"{0, 8, 45, 5}"
2458,2458,{8}
2459,2459,"{8, 33, 47}"
2460,2460,"{8, 44}"
2461,2461,"{0, 8, 44}"
2462,2462,{8}
2463,2463,"{8, 0, 41, 33}"
2464,2464,"{0, 33, 8, 44, 45, 47}"
2465,2465,"{33, 8, 44, 45, 22}"
2466,2466,"{0, 33, 38, 8, 44, 45, 14, 47, 48, 24, 26, 29}"
2467,2467,"{0, 33, 1, 8}"
2468,2468,"{0, 1, 33, 5, 8, 44, 26}"
2469,2469,"{8, 1, 14, 33}"
2470,2470,"{0, 1, 33, 8, 44, 45, 46, 23, 27}"
2471,2471,"{8, 44, 45, 47}"
2472,2472,{8}
2473,2473,"{0, 33, 8, 44, 47, 48, 26}"
2474,2474,"{0, 8, 42, 3}"
2475,2475,"{0, 33, 8}"
2476,2476,"{0, 33, 3, 8, 43, 44, 45, 46, 48}"
2477,2477,"{0, 1, 33, 3, 8, 44, 45, 26}"
2478,2478,"{8, 33, 47}"
2479,2479,"{0, 1, 33, 8, 43, 45}"
2480,2480,"{0, 8, 44}"
2481,2481,"{0, 33, 8, 44, 45}"
2482,2482,"{8, 44}"
2483,2483,"{0, 1, 3, 8, 45, 47}"
2484,2484,"{2, 8, 44, 45, 24}"
2485,2485,"{0, 33, 8, 44, 45, 47, 24}"
2486,2486,"{8, 29, 38}"
2487,2487,"{0, 1, 3, 8, 45}"
2488,2488,"{0, 33, 8, 45, 47, 27}"
2489,2489,"{8, 44, 45, 47}"
2490,2490,"{0, 8, 44}"
2491,2491,"{1, 3, 8, 42, 43, 44, 45, 46, 47}"
2492,2492,"{0, 33, 8, 43, 44, 45}"
2493,2493,"{0, 33, 3, 8, 41, 44, 45, 46, 47, 17, 24}"
2494,2494,"{0, 1, 33, 34, 8, 44, 45, 14, 46, 47, 17, 48, 31}"
2495,2495,"{8, 33, 3}"
2496,2496,"{48, 8, 44, 45}"
2497,2497,"{8, 33}"
2498,2498,"{0, 8}"
2499,2499,"{8, 0, 2, 43}"
2500,2500,"{8, 1}"
2501,2501,"{0, 1, 8, 44, 24}"
2502,2502,"{8, 44, 45, 46}"
2503,2503,"{0, 1, 33, 34, 8, 43, 44, 45}"
2504,2504,"{8, 33, 45}"
2505,2505,"{0, 8, 44}"
2506,2506,{8}
2507,2507,"{8, 43, 3, 45}"
2508,2508,"{0, 33, 8, 44, 48, 27}"
2509,2509,"{8, 33}"
2510,2510,"{0, 33, 3, 8}"
2511,2511,"{33, 2, 8, 43, 44, 26}"
2512,2512,"{0, 1, 33, 5, 38, 39, 8, 44, 45, 47, 48, 24}"
2513,2513,{8}
2514,2514,"{0, 8}"
2515,2515,"{0, 33, 8, 47}"
2516,2516,"{8, 1}"
2517,2517,"{0, 1, 8}"
2518,2518,"{0, 8}"
2519,2519,"{0, 1, 33, 3, 8, 44, 45, 14, 47, 26, 29}"
2520,2520,"{0, 33, 2, 8, 43, 44, 45, 47}"
2521,2521,"{8, 33}"
2522,2522,"{8, 33, 45}"
2523,2523,"{8, 33, 46}"
2524,2524,"{0, 33, 5, 8, 45}"
2525,2525,"{0, 1, 33, 4, 39, 8, 44, 45, 48}"
2526,2526,"{0, 8, 2}"
2527,2527,"{8, 33, 45}"
2528,2528,"{8, 33, 45}"
2529,2529,"{8, 43, 44, 45, 47}"
2530,2530,"{0, 33, 8, 42, 44, 22}"
2531,2531,"{0, 1, 33, 3, 8, 12, 44, 45, 46, 47, 29}"
2532,2532,"{0, 33, 34, 8, 45, 14, 27}"
2533,2533,"{0, 1, 8}"
2534,2534,"{0, 8, 3, 47}"
2535,2535,"{8, 33}"
2536,2536,"{8, 44}"
2537,2537,"{0, 1, 33, 8, 44, 47}"
2538,2538,{8}
2539,2539,"{0, 1, 33, 3, 8, 44, 45}"
2540,2540,"{33, 8, 12, 44, 47, 18, 26}"
2541,2541,{8}
2542,2542,"{8, 33, 44, 45}"
2543,2543,"{8, 33}"
2544,2544,"{0, 8}"
2545,2545,"{8, 1, 14, 25}"
2546,2546,"{8, 33}"
2547,2547,"{8, 1}"
2548,2548,"{8, 47}"
2549,2549,"{8, 33, 2}"
2550,2550,"{8, 14}"
2551,2551,"{48, 8, 47}"
2552,2552,"{0, 1, 33, 3, 8, 44, 45, 47}"
2553,2553,"{33, 8, 42, 51, 22, 27}"
2554,2554,"{8, 33, 3}"
2555,2555,"{0, 33, 8, 44, 47}"
2556,2556,"{0, 8, 44, 47}"
2557,2557,"{0, 33, 4, 5, 8, 44, 45, 47, 48}"
2558,2558,{8}
2559,2559,"{0, 1, 33, 8, 45, 14, 46, 17, 31}"
2560,2560,"{0, 1, 2, 8, 44, 45, 46, 47}"
2561,2561,"{0, 8}"
2562,2562,"{8, 33, 26, 45}"
2563,2563,"{0, 8, 45}"
2564,2564,"{8, 33}"
2565,2565,"{0, 33, 3, 8, 43, 45, 25}"
2566,2566,"{0, 33, 8, 43, 44, 45}"
2567,2567,"{0, 1, 33, 3, 8, 44, 45, 46, 22, 27}"
2568,2568,"{0, 1, 33, 3, 8, 44, 45, 48}"
2569,2569,"{0, 1, 2, 33, 8, 43, 44, 26}"
2570,2570,"{0, 8, 45}"
2571,2571,"{0, 33, 8, 44, 47}"
2572,2572,"{0, 33, 2, 3, 38, 8, 43, 44, 45, 47, 24, 31}"
2573,2573,{8}
2574,2574,"{8, 45, 47}"
2575,2575,"{0, 1, 33, 3, 8, 44, 45, 46}"
2576,2576,"{0, 2, 3, 8, 45}"
2577,2577,"{0, 33, 34, 8, 44, 26}"
2578,2578,"{8, 45}"
2579,2579,"{8, 12, 44}"
2580,2580,"{0, 1, 3, 8, 45, 47}"
2581,2581,"{3, 8, 12, 45, 44}"
2582,2582,"{8, 44}"
2583,2583,"{0, 1, 8, 44, 45}"
2584,2584,"{0, 1, 33, 8, 43, 46}"
2585,2585,"{8, 44, 47}"
2586,2586,"{0, 8}"
2587,2587,"{0, 8}"
2588,2588,"{8, 33}"
2589,2589,"{0, 33, 2, 8, 44, 45, 47}"
2590,2590,"{8, 33, 44}"
2591,2591,"{0, 33, 8}"
2592,2592,"{0, 3, 8, 45, 47, 29}"
2593,2593,"{0, 32, 8, 45, 47, 15}"
2594,2594,"{0, 8}"
2595,2595,"{0, 33, 3, 5, 39, 8, 44, 45, 47}"
2596,2596,"{0, 33, 45, 8}"
2597,2597,"{8, 33, 3, 44}"
2598,2598,"{8, 44}"
2599,2599,"{8, 44}"
2600,2600,"{0, 33, 34, 8, 44, 45, 47, 48, 24, 26}"
2601,2601,"{0, 8, 43, 44, 45, 47, 29}"
2602,2602,"{8, 33, 45}"
2603,2603,"{0, 8}"
2604,2604,{8}
2605,2605,"{0, 33, 8}"
2606,2606,"{0, 8, 45}"
2607,2607,"{0, 1, 3, 8, 44, 45, 47}"
2608,2608,"{8, 33, 44, 45}"
2609,2609,"{8, 33}"
2610,2610,"{8, 44}"
2611,2611,"{0, 1, 33, 8, 45, 27}"
2612,2612,"{33, 8, 44, 45, 47, 48}"
2613,2613,"{8, 33, 45}"
2614,2614,"{0, 1, 8, 44, 45, 14, 46, 26}"
2615,2615,"{8, 2, 5}"
2616,2616,"{0, 8, 44}"
2617,2617,"{0, 1, 33, 5, 8, 44, 45}"
2618,2618,"{0, 1, 8}"
2619,2619,"{1, 2, 3, 33, 38, 8, 9, 43, 44, 45, 14, 47, 24, 31}"
2620,2620,{8}
2621,2621,"{0, 1, 33, 3, 8}"
2622,2622,"{0, 33, 8, 44, 48}"
2623,2623,"{8, 33}"
2624,2624,"{0, 33, 2, 8, 44, 45, 47, 26}"
2625,2625,"{33, 8, 43, 45, 21, 24}"
2626,2626,"{0, 8, 44, 45}"
2627,2627,"{8, 1, 3}"
2628,2628,"{8, 33, 45, 47}"
2629,2629,"{8, 17, 43}"
2630,2630,"{0, 33, 3, 5, 8, 43, 45, 46, 48, 31}"
2631,2631,"{8, 47}"
2632,2632,"{0, 33, 8}"
2633,2633,"{0, 33, 35, 8, 47}"
2634,2634,"{8, 44}"
2635,2635,"{0, 33, 8, 47}"
2636,2636,"{0, 33, 8, 44, 45, 47}"
2637,2637,"{0, 33, 8, 44, 47}"
