,from_id,to_id,article_ids
1344,9603,1438,"{9410016, 9610148, 9611159, 9710007, 9606173}"
1345,5528,5290,{9606173}
1346,5528,10583,"{9610148, 9606173, 9611159}"
1347,5528,1438,"{9610148, 9606173, 9611159}"
1348,5290,10583,{9606173}
1349,5290,1438,{9606173}
1350,10583,1438,"{9410016, 9610148, 9405159, 9611159, 9606173}"
1351,1402,11101,"{9903172, 9709192, 9901161, 9806032, 9702106, 9711132}"
1352,4306,12439,"{302160, 108190}"
1353,4306,8098,{108190}
1354,12439,8098,{108190}
1355,1701,6547,"{109034, 10111}"
1356,1701,11026,"{104161, 10111}"
1357,1701,6047,"{2144, 9805059, 109034, 211215, 202141, 10111}"
1358,6547,11026,{10111}
1359,6547,6047,"{109034, 10111}"
1360,11026,6047,{10111}
1361,3803,1737,"{210211, 8062, 106211}"
1362,11463,6412,"{9511169, 106194, 9408141}"
1363,8548,699,{9212126}
1364,8548,10761,{9212126}
1365,699,10761,{9212126}
1366,10584,12443,"{6089, 107027, 211260, 9908003}"
1367,5325,2477,"{6180, 9912262, 111112, 101101, 9806160, 9806161, 109202, 9801118}"
1368,5325,1325,"{6180, 9912262, 111112, 101101, 109202}"
1369,2477,1325,"{6180, 9912262, 111112, 101101, 109202}"
1370,7558,3005,"{9903026, 9810126, 9909047}"
1371,7558,11167,"{9507064, 9704163, 9810126, 9406128, 2066, 9903026, 9512180, 212181, 9909047, 9508056, 9510074}"
1372,7558,5709,"{9507064, 11041, 9704163, 9304135, 9810126, 9401104, 205296, 2066, 9903026, 9406128, 212181, 9909047, 9508056, 9210076}"
1373,3005,11167,"{9903026, 9810126, 9909047}"
1374,11167,5709,"{9507064, 9611201, 9704163, 9810126, 9810063, 9406128, 2066, 9903026, 212181, 9909047, 9508056}"
1375,1248,8103,"{9704065, 9606180, 9709068, 9610224, 9508030, 9708094}"
1376,1248,12378,"{9610224, 9606180, 9709068, 9708094}"
1377,8103,12378,"{9606180, 9509061, 9805160, 9708094, 9709068, 9610224, 9912177, 9505149, 9905118}"
1378,11578,10681,"{9904132, 3270, 12175, 7156, 9812180, 101209}"
1379,11578,12621,"{9904132, 3270, 12175, 107055, 7156, 9812180, 101209}"
1380,10681,12621,"{9904132, 3270, 12175, 7156, 9812180, 101209}"
1381,2525,3181,{301194}
1382,12016,10435,{9403094}
1383,12016,1699,{9403094}
1384,12016,8990,{9403094}
1385,12016,12518,{9403094}
1386,12016,8185,{9403094}
1387,10435,1699,"{9405058, 9403094}"
1388,10435,8990,"{9405058, 9403094}"
1389,10435,12518,"{9405058, 9403094}"
1390,10435,8185,"{9405058, 9403094}"
1391,1699,8990,"{9411112, 9405058, 9403094}"
1392,1699,12518,"{9405058, 9411112, 9607177, 9606095, 9403094, 9211066, 9309118}"
1393,1699,8185,"{9405058, 9403094}"
1394,8990,12518,"{9411112, 9405058, 9403094}"
1395,8990,8185,"{9405058, 9403094}"
1396,12518,8185,"{9405058, 9403094}"
1397,10612,11436,"{9510002, 9509038, 9411023}"
1398,10612,8750,{9510002}
1399,11436,8750,{9510002}
1400,9248,658,"{9504028, 9510205}"
1401,9248,12361,{9510205}
1402,658,12361,"{9404187, 9510205}"
1403,11000,7890,"{8064, 2117, 5031, 10060, 1143}"
1404,11000,9383,"{8064, 10060, 5031}"
1405,7890,9383,"{8064, 12198, 5031, 105227, 10060, 9906127, 9811120}"
1406,1023,8922,{9501095}
1407,9001,1902,"{9611009, 9611234, 9707080, 9711155, 9410135, 9610168, 9610169, 9412029, 9610015}"
1408,9001,211,"{9408059, 9610015, 9412029, 9410135}"
1409,1902,211,"{9610015, 9412029, 9410135}"
1410,2232,4373,{9812003}
1411,9813,1594,"{9702105, 9605170, 9611149, 9506207}"
1412,9813,12172,"{9702105, 9605170, 9611149}"
1413,1594,12172,"{9702105, 9905122, 9605170, 9611149}"
1414,368,5869,{9908137}
1415,368,5913,"{9908137, 9402073}"
1416,5869,5913,{9908137}
1417,1509,8136,{9806031}
1418,12473,6005,{9709002}
1419,6221,266,"{207009, 102082, 205187, 1122, 108172, 5197, 11182, 212047, 3148, 202098, 10004, 9015, 209242, 105117, 9912191}"
1420,2997,266,"{207009, 102082, 205187, 1122, 108172, 5197, 11182, 212047, 3148, 202098, 10004, 9015, 209242, 105117, 9912191}"
1421,8693,2538,{9806014}
1422,2538,4885,{9806014}
1423,5873,12813,{9407143}
1424,7941,4900,"{1019, 9908149}"
1425,7941,6816,"{1019, 9908149}"
1426,4900,6816,"{108053, 1019, 9908149}"
1427,12430,9375,{207079}
1428,12430,10324,"{8066, 207079, 207099, 108211, 4181, 106070, 106069, 9206075, 211132, 108157}"
1429,9375,10324,{207079}
1430,1863,1031,"{9804128, 9806148, 8077, 9805102, 9804091}"
1431,6046,4709,"{3054, 2190, 10071}"
1432,6046,11167,"{3054, 2190}"
1433,4709,11167,"{3054, 2190}"
1434,89,6282,"{9305112, 9308068, 9709181}"
1435,89,12370,"{111099, 9709181}"
1436,6282,12370,{9709181}
1437,1519,10767,"{104260, 3208, 108041, 5147, 101084, 12061}"
1438,3666,3849,"{9207025, 9505138}"
1439,8767,8220,"{9801154, 9801156, 9712143, 9801017, 9707259, 9705022}"
1440,3160,11008,"{9501140, 9504077}"
1441,3957,502,"{211154, 3210, 9910206}"
1442,3957,8867,"{3210, 9910206}"
1443,3957,11446,{3210}
1444,3957,489,"{3210, 9910206}"
1445,3957,7785,"{211154, 3210, 9910206}"
1446,502,8867,"{3210, 9910206}"
1447,502,11446,{3210}
1448,502,489,"{3210, 9910206}"
1449,502,7785,"{211154, 3210, 7187, 9910206}"
1450,8867,11446,{3210}
1451,8867,489,"{9311112, 3210, 9211093, 9910206}"
1452,8867,7785,"{3210, 9910206}"
1453,11446,489,{3210}
1454,11446,7785,{3210}
1455,489,7785,"{3210, 9910206}"
1456,2780,12236,"{9212136, 9211030, 9206055}"
1457,10419,2588,{9211004}
1458,10419,4582,{9211004}
1459,10419,7007,{9211004}
1460,2588,4582,{9211004}
1461,2588,7007,{9211004}
1462,4582,7007,{9211004}
1463,12149,11627,"{9911136, 102080, 105035, 9908175, 9905081}"
1464,12149,325,"{9911136, 105035, 102080}"
1465,11627,325,"{9911136, 102080, 109127, 105035, 8015}"
1466,1019,2873,"{9307105, 9502023, 9201068, 9201069, 9212080, 9602103}"
1467,1019,3887,"{9307105, 9502023, 9201068, 9201069, 9212080, 9602103}"
1468,2873,3887,"{9307105, 9502023, 9201068, 9201069, 9212080, 9602103}"
1469,368,10236,"{9607058, 9707222, 9902055}"
1470,368,7863,"{9405024, 9504034, 9706211, 9511108, 9703076, 9512006, 9301033, 9507115, 9608012, 9212045, 9604077, 9708075, 9707222, 9307158, 9604062, 9510079}"
1471,10236,7863,{9707222}
1472,2600,11787,"{9303072, 9210113, 9410223, 9406034, 9411030, 9206007, 9309049, 7131, 9305021}"
1473,3528,4046,{104040}
1474,3455,12889,"{9208065, 9309066, 9507054, 9305039, 9207058, 9301085}"
1475,5809,6280,"{206114, 302155, 204141, 206143}"
1476,5518,5830,"{12153, 102162, 6165, 112191}"
1477,5830,5879,"{12153, 6165}"
1478,6622,3191,{9406154}
1479,3191,7570,{9406154}
1480,2858,10786,{9509173}
1481,2858,3665,{9509173}
1482,10786,3665,{9509173}
1483,5999,4997,{208223}
1484,5999,9150,{208223}
1485,5999,6801,{208223}
1486,4997,9150,{208223}
1487,4997,6801,{208223}
1488,9150,6801,{208223}
1489,5990,2688,{9210027}
1490,5990,7897,"{9503026, 9210027}"
1491,2688,7897,{9210027}
1492,12890,8821,{9609206}
1493,12890,8963,{9609206}
1494,8821,8963,{9609206}
1495,5581,4626,{303182}
1496,2043,7393,{9607172}
1497,9604,1115,"{9405175, 9404109, 9304135}"
1498,9604,7558,"{2066, 9405175, 9404109, 9304135}"
1499,9604,12283,"{9404109, 9405175}"
1500,1115,12283,"{9505123, 9204040, 9204041, 9404109, 9405175, 9506075}"
1501,7558,12283,"{9204041, 9404109, 9405175}"
1502,4427,1830,{9511152}
1503,4427,1406,"{9511152, 9511230}"
1504,4427,2733,{9511152}
1505,4427,9539,{9511152}
1506,1830,1406,"{9511152, 9311143}"
1507,1830,2733,{9511152}
1508,1830,9539,{9511152}
1509,1406,2733,{9511152}
1510,1406,9539,{9511152}
1511,2733,9539,{9511152}
1512,6209,4915,"{211188, 208148}"
1513,6209,11995,"{3180, 102164, 211188, 208148, 4183, 201118}"
1514,6209,2041,"{211188, 208148}"
1515,4915,11995,"{304025, 211188, 208148}"
1516,4915,2041,"{304025, 211188, 208148}"
1517,11995,2041,"{304025, 211188, 208148}"
1518,4278,1471,{9509016}
1519,5053,3284,"{303003, 205277, 302143}"
1520,6063,3951,"{9506048, 9408005}"
1521,2369,12197,"{9902169, 9609210, 9610199}"
1522,10626,1445,"{9906161, 204117, 9304024, 9810072, 9803067}"
1523,10626,6032,"{9810072, 9906161, 9803067}"
1524,1445,6032,"{9608167, 9704007, 9906161, 9612056, 9803067, 9810072, 9709054}"
1525,2575,9957,"{9806084, 9809149}"
1526,2575,4337,"{9804004, 9806084, 9907049, 9802105, 9809149}"
1527,9957,4337,"{9806084, 9809149}"
1528,11789,11219,{205159}
1529,11789,5741,{205159}
1530,11219,5741,{205159}
1531,10975,241,"{206208, 9904042, 9901034, 1135, 9910196, 201177, 111034}"
1532,4406,9740,"{11099, 102188, 204221, 11244}"
1533,11461,9740,"{8103, 102188, 11244, 11099, 204221}"
1534,3952,11312,"{112195, 11077, 107057, 202195, 7097, 112187}"
1535,3952,10833,"{106186, 112187}"
1536,3952,745,"{112195, 11077, 107057, 202195, 7097, 112187}"
1537,11312,10833,{112187}
1538,11312,745,"{112195, 11077, 9611023, 107057, 202195, 9601143, 7097, 112187}"
1539,10833,745,{112187}
1540,8251,9568,{207202}
1541,4146,9647,"{9508032, 9503091, 212062, 9412220, 9085, 9402046}"
1542,9379,7834,{3105}
1543,755,2485,"{3002, 2042, 11242}"
1544,755,1882,{2042}
1545,2485,1882,{2042}
1546,786,4185,"{9709134, 9709133, 9709086, 9709095}"
1547,81,10925,"{211242, 101079}"
1548,6811,3514,{108214}
1549,7644,3315,"{9302048, 9304121, 9405106}"
1550,7644,3972,"{9302048, 9209122, 9503017, 9405106, 9304121, 9407134}"
1551,3315,3972,"{9302048, 9304121, 9405106}"
1552,1891,8810,"{9810243, 9901128, 9605069, 9709072, 9512116, 9902134}"
1553,1891,7362,"{9603136, 9607202, 9810243, 9708036, 9704197, 9612231, 9901128, 9611016, 9709072, 9606199, 9706007, 9607066, 9703228, 9808157}"
1554,1891,8095,"{9603136, 9810243, 9708036, 9704197, 9612231, 9901128, 9611016, 9709072, 9606199, 9706007, 9607066, 9703228, 9808157}"
1555,8810,7362,"{9709072, 9810243, 9901128, 9904116}"
1556,8810,8095,"{9709072, 9810243, 9901128, 9904116}"
1557,7362,8095,"{9603136, 9810243, 9708036, 9704197, 9612231, 9901128, 9804009, 9611016, 9709072, 9904116, 9606199, 9706007, 9607066, 9703228, 9808157}"
1558,1548,1063,"{9706175, 9711107, 9612127}"
1559,8937,5043,{210044}
1560,11699,6432,"{205121, 106241, 106179, 9405187, 202017, 6179, 9510119, 206088, 104073, 9907124}"
1561,11699,11273,"{208019, 9405187, 204187}"
1562,6432,11273,{9405187}
1563,4387,4182,"{9212113, 9207004, 9204085}"
1564,11216,863,"{304166, 204232, 9903127, 203158, 9905110, 9908190}"
1565,11216,3185,"{203158, 9905110}"
1566,863,3185,"{203158, 9812069, 9905110}"
1567,7124,7928,"{9404095, 9409107, 9309143}"
1568,7124,5213,{9409107}
1569,12076,1495,"{205272, 301214, 9905027, 8078}"
1570,9482,6357,"{302197, 205191}"
1571,9482,5270,"{302197, 205191}"
1572,6357,5270,"{110176, 110278, 205191, 109003, 302197, 3287, 303166}"
1573,12782,4510,{9406183}
1574,3667,422,"{9406009, 9401025, 7044, 12110}"
1575,3667,894,"{7044, 205230, 12110, 104113, 10194, 10195, 9904085, 3261}"
1576,4496,2624,{2073}
1577,1027,6664,"{207088, 110228}"
1578,1027,645,{110228}
1579,6664,645,{110228}
1580,4979,863,"{6129, 6130, 9607175}"
1581,4979,8579,"{6129, 6130, 9607175}"
1582,4979,10449,"{6124, 6125, 6126, 6127, 6128, 6129, 6131, 6133, 6142, 6174}"
1583,863,8579,"{6129, 6130, 9607175}"
1584,863,10449,{6129}
1585,8579,10449,{6129}
1586,7600,12078,"{9801186, 9807178, 111148, 9803055, 9710131, 9710132, 9904057, 9702175}"
1587,9944,6707,{9206026}
1588,9944,6005,"{9212037, 9611173, 9511079, 9805065, 9206026, 9804011, 9706094, 9904020, 9147, 9601150}"
1589,10968,12452,{209103}
1590,11702,11315,{9306039}
1591,10753,10657,"{103239, 105199, 109050, 108187, 105212}"
1592,10753,996,"{103239, 105199, 6069, 109050, 108187, 105212}"
1593,10753,5442,"{103239, 105199, 109050, 108187, 105212}"
1594,10657,996,"{103239, 105199, 1112, 109050, 108187, 105212}"
1595,10657,5442,"{103239, 105199, 109050, 108187, 105212}"
1596,996,5442,"{103239, 105199, 111098, 111030, 109050, 108187, 105212}"
1597,6033,6543,{5084}
1598,11266,9917,{9712254}
1599,1576,5635,"{11269, 9904069, 9906101}"
1600,1576,5505,"{107138, 210083, 9904069, 303016, 202024, 202124, 9910094, 112015, 7024, 3024, 9906101, 10198, 206038, 12156}"
1601,5635,5505,"{9904069, 9906101}"
1602,10188,813,"{208002, 203039}"
1603,10188,6518,{208002}
1604,813,6518,{208002}
1605,8449,228,"{9607104, 112129, 9603175, 9703178, 101138, 9910006, 9705207, 9512184}"
1606,8449,2029,{112129}
1607,228,2029,{112129}
1608,8756,5014,{9710193}
1609,6500,4177,"{302227, 211055}"
1610,6500,11866,"{302227, 211055}"
1611,6500,2708,"{302227, 211055}"
1612,4177,11866,"{9805210, 302227, 211055}"
1613,4177,2708,"{302227, 211055}"
1614,11866,2708,"{302227, 211055}"
1615,2554,5297,{9809107}
1616,8586,10691,"{203078, 102088, 110090, 9807217, 9902065, 102131, 106136, 303226, 110043, 9912285}"
1617,9051,2037,"{9305082, 9310172}"
1618,9051,10382,"{103054, 9611086, 9611087, 9508022, 9305082, 9310172}"
1619,2037,10382,"{9305082, 9310172}"
1620,10269,3878,{112160}
1621,934,5562,{9308092}
1622,8680,4659,"{9904097, 9907170, 9908129, 9707139, 9905029, 9905031, 9712040, 9811177, 107209, 9801104, 9710033, 9710034, 9811025, 9709014, 12121}"
1623,12300,12271,{9904152}
1624,12300,667,{9904152}
1625,12300,6941,"{9904152, 211161, 203234, 9805043}"
1626,12271,667,{9904152}
1627,12271,6941,"{9904152, 4182, 101215, 106199}"
1628,667,6941,"{9904152, 5071}"
1629,10726,2103,"{9902058, 9911004}"
1630,10726,7172,"{9902058, 9911004}"
1631,10726,5043,"{9902058, 9911004}"
1632,2103,7172,"{9809033, 9902058, 9911004}"
1633,7172,5043,"{9809033, 9902058, 9911004}"
1634,4780,1388,"{212258, 104260, 203151}"
1635,4780,10767,"{212258, 104260, 3208, 203151, 5147, 101084}"
1636,1388,10767,"{212258, 104260, 203151}"
1637,7353,9668,{9905116}
1638,7353,2535,{9905116}
1639,9668,2535,{9905116}
1640,4545,8746,{9701164}
1641,2191,2433,"{203024, 304269, 210062}"
1642,2191,9246,"{203024, 304269, 210062}"
1643,2191,7471,"{203024, 304269, 210062}"
1644,2433,9246,"{203024, 304269, 210062}"
1645,2433,7471,"{203024, 304269, 210062}"
1646,9246,7471,"{9310113, 9207048, 9194, 9903245, 304269, 210062, 203024}"
1647,4106,9216,"{9405114, 9601172}"
1648,9243,52,"{9608096, 205281, 9607026, 9709107, 9604055, 9704018, 9603126, 9703030}"
1649,9243,2209,"{9608096, 9607026, 9709107, 9604055, 9704018, 9603126, 9703030}"
1650,52,2209,"{9608096, 9912012, 9607026, 9709107, 9912018, 9604055, 9603126, 9703030, 9704018, 9401081}"
1651,9838,11610,"{9401058, 9607234, 9407112, 9407017, 9209006, 9306035, 9602068, 9501018}"
1652,9838,11123,"{9401058, 9607234, 9407112, 9407017, 9209006, 9306035, 9602068, 9501018}"
1653,11610,11123,"{9401058, 9607234, 9407112, 9505128, 9407017, 9201070, 9209006, 9306035, 9602068, 9501018}"
1654,3981,6763,{9902148}
1655,3981,1592,{9902148}
1656,10927,3960,"{9708076, 9809118, 9805148}"
1657,10927,1910,"{9907011, 112233, 103082, 9708076, 9805148, 9901084, 9809118}"
1658,3960,1910,"{9708076, 9809118, 9805148}"
1659,6289,12469,"{9811205, 9911189}"
1660,11066,10774,"{9409138, 9512085}"
1661,8657,4880,{9305161}
1662,3156,5653,"{301113, 209147}"
1663,3156,3050,"{301113, 209147, 9907212}"
1664,5653,3050,"{301113, 209147}"
1665,1028,751,"{301064, 9612210, 9506141, 210015}"
1666,6441,1744,{9612044}
1667,11115,6449,"{112199, 12210, 110099, 110200, 5114}"
1668,10911,8239,{103204}
1669,4552,7070,{9207037}
1670,4552,11926,{9207037}
1671,7070,11926,{9207037}
1672,41,8542,{9502131}
1673,4928,8076,"{3144, 7189, 303159, 112217, 9912283}"
1674,4928,6409,"{3144, 7189, 303159, 112217, 9912283}"
1675,4928,3035,"{3144, 7189, 303159, 112217, 9912283}"
1676,8076,6409,"{103010, 207205, 3144, 9808140, 207120, 7189, 303159, 112217, 9912283, 9901023}"
1677,8076,3035,"{103010, 207205, 3144, 207120, 7189, 303159, 112217, 9912283}"
1678,6409,3035,"{103010, 207205, 3144, 207120, 7189, 303159, 112217, 9912283}"
1679,12761,3748,"{9809123, 9902024, 4083, 106044, 206014}"
1680,8526,6364,{9402135}
1681,387,10724,{9702019}
1682,387,5731,{9702019}
1683,10724,5731,"{209240, 9702019}"
1684,4189,7414,{9505009}
1685,9068,4774,"{9504100, 9706166}"
1686,2000,2119,"{9202009, 9206042}"
1687,2000,3618,"{9202009, 9206042}"
1688,2000,7306,"{9202009, 9206042}"
1689,2119,3618,"{9202009, 9206042}"
1690,2119,7306,"{9202009, 9206042}"
1691,3618,7306,"{9202009, 9206042}"
1692,3156,12199,"{9707168, 207109, 9802059, 6220, 6221, 9606132}"
1693,5837,12199,"{9707168, 9802059, 6220, 6221, 9606132}"
1694,5324,1514,"{9803172, 9408038, 9505095, 9402152, 9505096, 108171, 101196, 9410192, 9803218, 9910162, 9905145, 108186, 9902014}"
1695,4493,3310,{9903008}
1696,4493,465,"{9903008, 9907032}"
1697,3310,465,{9903008}
1698,3024,6035,"{9309075, 9312172}"
1699,3024,5997,{9309075}
1700,3024,10355,"{9309075, 9702109}"
1701,6035,5997,"{9604179, 9309075}"
1702,6035,10355,"{9604179, 9309075}"
1703,5997,10355,"{9604179, 9309075}"
1704,9714,6878,"{9201051, 9209108}"
1705,9714,11876,"{9201025, 9210130, 9201051, 9209108}"
1706,9714,322,{9209108}
1707,6878,11876,"{9201051, 9209108}"
1708,6878,322,{9209108}
1709,11876,322,{9209108}
1710,8712,5347,"{9909009, 9812167, 9902013, 9811111}"
1711,5101,8077,{4176}
1712,10817,1580,"{108234, 9907131, 7075}"
1713,3867,1580,"{108234, 9907131, 7075}"
1714,11091,3323,"{11272, 9910157}"
1715,11091,4198,"{11272, 9612147, 9910157}"
1716,11091,9116,"{11272, 9910157}"
1717,3323,4198,"{11272, 9910157, 9803102}"
1718,3323,9116,"{11272, 9910157}"
1719,4198,9116,"{11272, 9910157, 111286}"
1720,12584,11481,"{9804033, 8130, 9059, 9908066, 9812164, 9901026, 112045, 9801071, 106191, 9902035, 9801052, 9511167}"
1721,12584,2529,"{9059, 9812164, 9902035}"
1722,11481,2529,"{3158, 9059, 9812164, 9902035}"
1723,1852,2623,{9701007}
1724,1852,2564,{9701007}
1725,1852,6953,{9701007}
1726,1852,12897,{9701007}
1727,2623,2564,{9701007}
1728,2623,6953,{9701007}
1729,2623,12897,{9701007}
1730,2564,6953,{9701007}
1731,2564,12897,{9701007}
1732,6953,12897,{9701007}
1733,12438,11008,{9601072}
1734,5849,5826,"{9208001, 9205037, 9206006, 9301047}"
1735,7719,8082,"{303192, 110074, 202203, 9710236, 9706078}"
1736,8021,12286,"{9911164, 9907188, 9411195, 9508092, 9410142}"
1737,8021,7157,"{207104, 304256, 9501065, 9401105, 9505171, 9403173, 209190, 111025, 9707062, 9809085, 303170, 301122, 9911164, 212091, 9808087, 9410142, 9407078, 105204, 9411195, 9508092}"
1738,12286,7157,"{9508092, 9411195, 9911164, 9410142}"
1739,4133,7513,"{9809025, 9809138, 4091, 110033}"
1740,4133,9511,"{9809025, 9602083, 3021, 3087, 9712080, 110033, 9809138, 9512118, 4091}"
1741,4133,1270,"{9809025, 9602083, 3021, 3087, 9712080, 110033, 9809138, 9512118, 4091}"
1742,7513,9511,"{9809025, 9810089, 110033, 9809138, 9909044, 4091, 2206}"
1743,7513,1270,"{9809025, 9810089, 110033, 9809138, 9909044, 4091, 2206}"
1744,9511,1270,"{9809025, 9602083, 9810089, 9403147, 3021, 3087, 9712080, 110033, 9809138, 9306131, 9306132, 9805013, 9512118, 9909044, 9412145, 4091, 2206}"
1745,8927,12468,"{304136, 210164}"
1746,8927,11540,"{304136, 210164}"
1747,8927,6070,"{304136, 210164}"
1748,12468,11540,"{111011, 9405125, 9303142, 9306149, 304136, 9305136, 210164, 9606011, 9307102}"
1749,12468,6070,"{110276, 9306149, 304136, 9108, 210164, 10107}"
1750,11540,6070,"{304136, 210164, 9306149}"
1751,10433,2250,{11150}
1752,8715,165,{9903037}
1753,5217,10407,"{9702133, 9701166}"
1754,5217,7717,"{9612080, 9610249, 9702133, 9701166}"
1755,5217,7829,"{9612080, 9610249, 9702133, 9701166}"
1756,10407,7717,"{9702133, 9701166}"
1757,10407,7829,"{9702133, 9701166}"
1758,7717,7829,"{9612080, 9610249, 9702133, 9701166}"
1759,2907,1990,"{9610067, 9803222}"
1760,4346,3001,{9701015}
1761,8671,1992,{9202030}
1762,8671,11323,"{9202038, 9202030}"
1763,1992,11323,"{9210084, 9705124, 9411238, 9202030, 9406033, 9810199, 9707199}"
1764,3519,11015,{9808125}
1765,71,7488,{9411127}
1766,7488,218,{9411127}
1767,9818,1835,"{9901113, 9810209}"
1768,7871,2203,"{9903177, 9911130, 9802002, 9904060}"
1769,10478,1580,{209065}
1770,999,9106,"{9702088, 9703209, 9302129, 9703071}"
1771,6402,10642,"{204192, 9902083, 9093, 9031, 206058, 111146, 112016, 107120, 208115, 9236, 103221, 9810197, 12087, 9809177, 212090, 112127}"
1772,6402,4517,"{9902083, 9093, 9910027, 112016, 9803155, 9236, 9810197, 9809177, 9701021, 204192, 111146, 9309098, 103221, 8246, 12087, 9305147, 9031, 9901132, 9906128, 9505114, 9305178, 202202, 9712228, 206058, 107120, 208115, 212090, 9703165, 112127}"
1773,10642,4517,"{204192, 9902083, 9093, 212122, 9031, 206058, 111146, 112016, 107120, 208115, 9911028, 103221, 9236, 12087, 9810197, 9809177, 212090, 112127}"
1774,3452,1442,{9503189}
1775,5568,6872,"{105137, 9910202, 12158}"
1776,6676,3172,{304248}
1777,2376,9944,"{9605216, 112071, 9803090, 9512152}"
1778,7006,3791,"{9808112, 9703015}"
1779,10670,10065,{9312094}
1780,10670,6494,"{105305, 9708050, 9312094, 9606025}"
1781,10065,6494,"{9501144, 9505125, 9312094, 9506199}"
1782,9309,1030,"{9309088, 9909002, 9510158, 9411218, 9512083, 9402099}"
1783,9309,10317,{9909002}
1784,1030,10317,{9909002}
1785,2376,408,"{9810227, 9702010, 9807187}"
1786,207,7118,"{212344, 205042, 106174, 2087}"
1787,4403,8838,"{9512154, 9702202}"
1788,4403,1939,{9702202}
1789,4403,6005,"{9702202, 9810204}"
1790,1939,6005,"{9605146, 9905156, 9307013, 9506150, 9511079, 9505032, 9609095, 9501069, 9603087, 9508177, 9307066, 9702202, 9601150, 9406015}"
1791,2905,11326,{202084}
1792,2905,10657,{202084}
1793,10729,7435,"{9612116, 9605022}"
1794,7848,9705,"{10002, 1037}"
1795,7444,1112,{304184}
1796,12420,2680,{9903023}
1797,12420,1894,"{9812121, 9903023}"
1798,2680,1894,{9903023}
1799,5555,6001,"{9503159, 9604058, 9708055, 9309041, 9410005, 9503158, 9410006, 9504121, 9201050, 9610107, 9502108, 9205054}"
1800,10033,5802,{9411191}
1801,10437,8571,"{6093, 9909199}"
1802,10437,12106,{6093}
1803,8571,12106,{6093}
1804,989,8114,{9803029}
1805,989,1019,{9803029}
1806,989,9902,{9803029}
1807,8114,1019,{9803029}
1808,8114,9902,{9803029}
1809,1019,9902,"{9704034, 9705123, 9411088, 9803029, 9605018}"
1810,10299,6251,{102135}
1811,4687,8966,{111066}
1812,4687,108,{111066}
1813,4687,10638,{111066}
1814,8966,108,{111066}
1815,8966,10638,"{9901089, 9503018, 111066, 9906235, 103004}"
1816,108,10638,{111066}
1817,4009,10055,{9812244}
1818,1405,10611,"{10177, 2045, 112246}"
1819,872,273,{9604009}
1820,872,7970,"{9604009, 9503229}"
1821,872,4786,{9604009}
1822,872,10011,"{9604009, 9503229}"
1823,273,7970,"{9805091, 11077, 9906214, 12167, 9802088, 9604009, 9606059, 3022, 107057, 211250, 9903123, 202195, 9702037, 7097, 9707068}"
1824,273,4786,"{9805091, 9802088, 9604009, 9606059, 9702037, 9707068}"
1825,273,10011,"{9604009, 9606059}"
1826,7970,4786,"{9805091, 9802088, 9604009, 9606059, 9702037, 9707068}"
1827,7970,10011,"{9604009, 9606059, 9503229}"
1828,4786,10011,"{9604009, 9606059}"
1829,3225,9653,{9508176}
1830,1865,12521,{104106}
1831,5335,5293,"{9409184, 9209059}"
1832,5335,11760,"{9409184, 9209059}"
1833,5335,564,{9209059}
1834,5293,11760,"{9409184, 9209059}"
1835,5293,564,{9209059}
1836,11760,564,{9209059}
1837,1282,10803,{9904030}
1838,1282,6451,"{9904030, 9904031}"
1839,10803,6451,{9904030}
1840,6063,9499,{9910183}
1841,6063,8248,{9910183}
1842,9499,8248,{9910183}
1843,2376,3234,{9510178}
1844,3806,8630,"{104010, 104100, 109069, 208174}"
1845,9006,5415,{109095}
1846,4587,159,"{204177, 9911074}"
1847,5153,2098,"{9910008, 9910009, 10157}"
1848,4192,8315,"{10272, 9911139, 110216, 6025, 203081, 9706219, 6027, 202064, 8240, 210034, 108084, 6038, 104184, 9911225, 107100}"
1849,3804,10414,"{9702017, 9607114}"
1850,3804,6818,"{9809104, 9702017, 9607114, 9801148}"
1851,10414,6818,"{9702017, 9509062, 9607114, 9404089, 9411162, 9403196}"
1852,12371,6150,"{9201065, 9201066, 9504150}"
1853,12371,12847,{9504150}
1854,6150,12847,"{9802004, 9606157, 9504150, 9509143}"
1855,7956,5748,"{9306138, 9306139}"
1856,6830,2442,{9304077}
1857,5693,10605,{9612083}
1858,5693,10399,{9612083}
1859,10605,10399,{9612083}
1860,8238,3354,"{9606098, 9706066, 9704014}"
1861,3723,5751,{9201079}
1862,12458,5297,"{3272, 9706099}"
1863,12458,2041,{3272}
1864,12458,34,"{3272, 9706099}"
1865,5297,2041,"{3272, 8225, 211108, 106061}"
1866,5297,34,"{3272, 8225, 9706099, 9605215}"
1867,2041,34,"{3272, 8225}"
1868,10625,12698,"{1129, 9807078, 9807215}"
1869,8615,10542,"{9905050, 9912074}"
1870,1581,4007,{8177}
1871,1581,1529,{8177}
1872,1581,514,{8177}
1873,4007,1529,{8177}
1874,4007,514,{8177}
1875,1529,514,"{8177, 3066}"
1876,12329,4774,{9711026}
1877,3659,6906,{202050}
1878,3659,1238,{202050}
1879,6906,1238,{202050}
1880,567,11692,"{9309140, 9302103, 9211097, 9203066, 9209085}"
1881,12479,240,"{212265, 203020, 211222}"
1882,12479,3602,"{212265, 203020, 211222}"
1883,240,3602,"{212265, 203020, 211222}"
1884,3416,1808,{9612087}
